BSE Symbol,NSE Symbol,Company Name          ,Sector
531178,,Hemang Resources Ltd.,Trading
523489,,Chennai Meenakshi Multispeciality Hospital Ltd.,Hospital & Healthcare Services
540083,TVVISION,TV Vision Ltd.,TV Broadcasting & Software Production
537985,,Infronics Systems Ltd.,IT - Software
512587,ZODJRDMKJ,Zodiac-JRD-MKJ Ltd.,Diamond  &  Jewellery
519260,SANWARIA,Sanwaria Consumer Ltd.,Edible Oil
514412,,Sarup Industries Ltd.,Household & Personal Products
509069,INFOMEDIA,Infomedia Press Ltd.,Printing And Publishing
511355,,India Cements Capital Ltd.,Finance - NBFC
538834,,JMJ Fintech Ltd.,Finance - NBFC
526139,,Transgene Biotek Ltd.,Hospital & Healthcare Services
542206,,Nivaka Fashions Ltd.,Retailing
511644,,Omega Interactive Technologies Ltd.,IT - Software
514028,,Rajkamal Synthetics Ltd.,Trading
501261,,Kratos Energy & Infrastructure Ltd.,Finance - NBFC
543914,,Swati Projects Ltd.,Finance - NBFC
538556,,Arman Holdings Ltd.,Trading
524156,,TCM Ltd.,Chemicals
516096,,Sangal Papers Ltd.,Paper & Paper Products
530289,,SP Capital Financing Ltd.,Finance - NBFC
543207,,Natural Biocon (India) Ltd.,Trading
522245,,Iykot Hitech Toolroom Ltd.,Engineering - Industrial Equipments
517564,,GR Cables Ltd.,Cable
538539,,Annvrridhhi Ventures Ltd.,Finance - Investment
511736,USHDEVINT,Ushdev International Ltd.,Trading
516110,,Family Care Hospitals Ltd.,Hospital & Healthcare Services
530953,,Sunil Agro Foods Ltd.,Consumer Food
540727,,Poojawestern Metaliks Ltd.,Metal - Non Ferrous
509895,,Hindoostan Mills Ltd.,Textile
530249,,Bridge Securities Ltd.,Finance - Investment
505212,,Jainex Aamcol Ltd.,Engineering - Industrial Equipments
532304,,KJMC Corporate Advisors (India) Ltd.,Finance - Stock Broking
536659,,PVV Infra Ltd.,Construction - Real Estate
531324,,Roselabs Finance Ltd.,Finance - NBFC
530973,,Alfa Ica (India) Ltd.,Laminates/Decoratives
530263,,Global Capital Markets Ltd.,Finance - NBFC
532925,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,Engineering - Construction
530037,,Sree Jayalakshmi Autospin Ltd.,Textile - Spinning
511593,,Libord Finance Ltd.,Finance - NBFC
523467,,Jai Mata Glass Ltd.,Glass
511756,,Abirami Financial Services (India) Ltd.,Finance - Investment
512425,,Nirav Commercials Ltd.,Aluminium & Aluminium Products
519475,,Chordia Food Products Ltd.,Consumer Food
531651,,National General Industries Ltd.,Steel & Iron Products
511493,,Shrydus Industries Ltd.,Finance - Investment
506981,,Blue chip Tex Industries Ltd.,Textile - Manmade  Fibres
526554,,Salguti Industries Ltd.,Textile
531821,,Munoth Financial Services Ltd.,Finance - Investment
513575,,Sterling Powergensys Ltd.,Engineering - Industrial Equipments
504648,,Bombay Wire Ropes Ltd.,Steel & Iron Products
530401,,Vinyoflex Ltd.,Plastic Products
513401,,Ashiana Ispat Ltd.,Steel & Iron Products
531227,,Deco-Mica Ltd.,Laminates/Decoratives
514177,,Rishab Special Yarns Ltd.,Textile - Manmade  Fibres
519307,VIKASWSP,Vikas WSP Ltd.,Chemicals
521149,,Prime Urban Development India Ltd.,Textile
531246,,Prima Industries Ltd.,Animal Feed
503669,,KK Fincorp Ltd.,Finance - NBFC
530427,,Choksi Imaging Ltd.,Photographic Products
532621,MORARJEE,Morarjee Textiles Ltd.,Textile - Weaving
539267,,Samsrita Labs Ltd.,Trading
524818,,Dynamic Industries Ltd.,Dyes & Pigments
521210,,Cityman Ltd.,Textile
503092,PASUPATSPG,Pasupati Spinning & Weaving Mills Ltd.,Textile - Spinning
531337,WINPRO,WinPro Industries Ltd.,"Film Production, Distribution & Entertainment"
508571,,Cochin Malabar Estates & Industries Ltd.,Rubber  Products
530025,,Samyak International Ltd.,Trading
535730,,Khoobsurat Ltd.,Finance - Investment
516098,,Ventura Textiles Ltd.,Textile
531673,,Anka India Ltd.,Plastic Products
502250,,Lerthai Finance Ltd.,Refractories
517360,,SBEC Systems (India) Ltd.,Engineering
523620,,Phaarmasia Ltd.,Pharmaceuticals & Drugs
519191,,Retro Green Revolution Ltd.,Tea/Coffee
531737,,Greencrest Financial Services Ltd.,Finance - NBFC
533189,GOENKA,Goenka Diamond and Jewels Ltd.,Diamond  &  Jewellery
526711,,Adarsh Plant Protect Ltd.,Engineering - Industrial Equipments
531968,,IITL Projects Ltd.,Construction - Real Estate
511176,,Parshwanath Corporation Ltd.,Finance - Housing
503657,,Veer Energy & Infrastructure Ltd.,Power Generation/Distribution
506105,,Stanrose Mafatlal Investments & Finance Ltd.,Finance - Investment
521222,,Sanblue Corporation Ltd.,Trading
531503,,Maris Spinners Ltd.,Textile - Spinning
502589,,Vapi Enterprise Ltd.,Paper & Paper Products
531870,,Popular Estate Management Ltd.,IT - Software
530787,,Inland Printers Ltd.,Printing And Publishing
519532,,Asian Tea & Exports Ltd.,Trading
532007,,Shreevatsa Finance & Leasing Ltd.,Finance - NBFC
543934,,Machhar Industries Ltd.,Chemicals
508918,,Ironwood Education Ltd.,Educational Institutions
538922,,COSYN Ltd.,IT - Software
511533,,Sahara Housingfina Corporation Ltd.,Finance - Housing
524013,,Hindustan Fluorocarbons Ltd.,Petrochemicals
539449,,IGC Industries Ltd.,Trading
532167,,Omkar Pharmachem Ltd.,Pharmaceuticals & Drugs
541546,GAYAHWS,Gayatri Highways Ltd.,Engineering - Construction
530405,,Jindal Capital Ltd.,Finance - Investment
522036,,Miven Machine Tools Ltd.,Engineering - Industrial Equipments
530133,,Amco India Ltd.,Plastic Products
542906,,Easun Capital Markets Ltd.,Finance - Investment
531416,,Narendra Properties Ltd.,Construction - Real Estate
538597,,TTI Enterprise Ltd.,Finance - NBFC
521105,,Olympia Industries Ltd.,Retailing
533629,TIJARIA,Tijaria Polypipes Ltd.,Rubber  Products
506146,VIVIDHA,Visagar Polytex Ltd.,Textile
511000,,Madhusudan Securities Ltd.,Finance - Investment
519483,,Tai Industries Ltd.,Trading
534741,,Virtual Global Education Ltd.,Educational Institutions
526871,,Intec Capital Ltd.,Finance - NBFC
539040,,Tirupati Tyres Ltd.,Trading
514266,,Zenith Fibres Ltd.,Textile - Manmade  Fibres
540809,,MRC Agrotech Ltd.,Trading
542682,,Harish Textile Engineers Ltd.,Textile - Machinery
539409,,Neeraj Paper Marketing Ltd.,Trading
514197,,S&T Corporation Ltd.,Construction - Real Estate
542865,,Anuroop Packaging Ltd.,Packaging
532701,,Cella Space Ltd.,Paper & Paper Products
540254,,Marg Techno Projects Ltd.,Trading
519528,NORBTEAEXP,Norben Tea & Exports Ltd.,Tea/Coffee
530665,,Zenith Health Care Ltd.,Pharmaceuticals & Drugs
511092,,JMD Ventures Ltd.,"Film Production, Distribution & Entertainment"
540198,,Osiajee Texfab Ltd.,Textile
512624,,Regent Enterprises Ltd.,Trading
521068,,Hisar Spinning Mills Ltd.,Textile - Spinning
517356,,ACI Infocom Ltd.,IT - Hardware
537766,BCP,B.C. Power Controls Ltd.,Metal - Non Ferrous
508664,,Best Eastern Hotels Ltd.,"Hotel, Resort & Restaurants"
513173,,Steel Strips Infrastructures Ltd.,Construction - Real Estate
532614,IMPEXFERRO,Impex Ferro Tech Ltd.,Ferro & Silica Manganese
524210,,Pentokey Organy (India) Ltd.,Chemicals
539661,,ACE Men Engg Works Ltd.,Trading
539519,,Sattva Sukun Lifecare Ltd.,Trading
508980,,Frontier Capital Ltd.,Finance - NBFC
542019,,Shubham Polyspin Ltd.,Textile
539559,,Deep Diamond India Ltd.,Diamond  &  Jewellery
540821,,Sadhna Broadcast Ltd.,TV Broadcasting & Software Production
531402,,LWS Knitwear Ltd.,Textile
542654,,VR Films & Studios Ltd.,"Film Production, Distribution & Entertainment"
530201,,Kallam Textiles Ltd.,Textile - Spinning
513343,GFSTEELS,Grand Foundry Ltd.,Steel & Iron Products
515059,MADSUDIND,Madhusudan Industries Ltd.,Trading
501351,,Rapid Investments Ltd.,Finance - NBFC
531735,,Prism Finance Ltd.,Finance - NBFC
530829,,Cil Securities Ltd.,Finance - Stock Broking
509887,,Sinnar Bidi Udyog Ltd.,Trading
536846,,Yuranus Infrastructure Ltd.,Construction - Real Estate
531370,,Sparc Electrex Ltd.,Electric Equipment
530537,,Manraj Housing Finance Ltd.,Finance - Housing
532001,,Inducto Steel Ltd.,Miscellaneous
506520,,Jayshree Chemicals Ltd.,Chemicals
539120,,Bangalore Fort Farms Ltd.,Trading
539455,,Ecofinity Atomix Ltd.,Trading
523826,,Sovereign Diamonds Ltd.,Diamond  &  Jewellery
531552,,RTCL Ltd.,Construction - Real Estate
532145,,HS India Ltd.,"Hotel, Resort & Restaurants"
540703,,Pro CLB Global Ltd.,Finance - Investment
521232,,Sunil Industries Ltd.,Textile
511636,,DJS Stock & Shares Ltd.,Finance - Stock Broking
526508,,Shahi Shipping Ltd.,Shipping
590070,RADAAN,Radaan Mediaworks India Ltd.,"Film Production, Distribution & Entertainment"
540361,,Danube Industries Ltd.,Trading
538647,,Suvifin Credit Solutions Ltd.,Finance - NBFC
530291,,PAOS Industries Ltd,Solvent  Extraction
538975,,Shree Securities Ltd.,Finance - Investment
531780,,Kaiser Corporation Ltd.,Plastic Products
530709,,Gowra Leasing & Finance Ltd.,Finance - NBFC
532470,,MPF Systems Ltd.,Engineering - Industrial Equipments
539122,BODHTREE,Bodhtree Consulting Ltd.,IT - Software
539246,,Jyotirgamya Enterprises Ltd.,Trading
509046,,Triliance Polymers Ltd.,Miscellaneous
530151,,Vijay Textiles Ltd.,Textile
538935,,Abhishek Finlease Ltd.,Finance - NBFC
541771,,Amin Tannery Ltd.,Leather
539143,,Panth Infinity Ltd.,Trading
524400,,Ishita Drugs & Industries Ltd.,Pharmaceuticals & Drugs
538743,,Mudunuru Ltd.,IT - Software
531784,,KCL Infra Projects Ltd.,Construction - Real Estate
538838,,Indo Cotspin Ltd.,Textile - Spinning
524516,,Bacil Pharma Ltd.,Pharmaceuticals & Drugs
506979,,APT Packaging Ltd.,Plastic Products
540210,HEADSUP,Heads UP Ventures Ltd.,Retailing
539526,,Suncare Traders Ltd.,Laminates/Decoratives
530821,,SSPDL Ltd.,Construction - Real Estate
531255,,Paragon Finance Ltd.,Finance - NBFC
511543,,GSB Finance Ltd.,Finance - Investment
526755,,Velan Hotels Ltd.,"Hotel, Resort & Restaurants"
512024,,ND Metal Industries Ltd.,Metal - Non Ferrous
507970,,Paramount Cosmetics (India) Ltd.,Household & Personal Products
531190,,Tavernier Resources Ltd.,Trading
526622,,MFL India Ltd.,Logistics
539016,,NEIL Industries Ltd.,Finance - NBFC
524434,,Asian Petroproducts & Exports Ltd.,Chemicals
543897,,Sancode Technologies Ltd.,IT - Software
538894,,Octal Credit Capital Ltd.,Finance - NBFC
519463,,IB Infotech Enterprises Ltd.,Consumer Food
521131,,Shree Bhavya Fabrics Ltd,Textile
526373,,Cindrella Hotels Ltd.,"Hotel, Resort & Restaurants"
511074,,Easy Fincorp Ltd.,Finance - Investment
526761,,Howard Hotels Ltd.,"Hotel, Resort & Restaurants"
526827,,Spice Islands Industries Ltd.,Textile
502281,TRIVENSHET,Triveni Glass Ltd.,Glass
539662,,BFL Asset Finvest Ltd.,Finance - NBFC
532124,,Reliable Ventures India Ltd.,"Hotel, Resort & Restaurants"
513063,TRANSFREIT,Trans Freight Containers Ltd.,Engineering - Industrial Equipments
544197,RETAIL,JHS Svendgaard Retail Ventures Ltd.,Retailing
514386,GUJCOTEX,Gujarat Cotex Ltd.,Trading
536565,,Trimurthi Ltd.,Trading
538521,,Yaan Enterprises Ltd.,Travel Services
508961,,Shricon Industries Ltd.,Finance - Investment
519097,,Ritesh International Ltd.,Consumer Food
532696,EDUCOMP,Educomp Solutions Ltd.,IT - Education
539190,,Decillion Finance Ltd.,Finance - Investment
531628,,Tejassvi Aaharam Ltd.,Trading
523242,,NB Footwear Ltd.,Footwear
524414,,Norris Medicines Ltd.,Pharmaceuticals & Drugs
543745,,SVS Ventures Ltd.,Construction - Real Estate
523650,,Yash Innoventures Ltd.,Business Support
540955,,Tasty Dairy Specialities Ltd.,Consumer Food
538895,,Mihika Industries Ltd.,Trading
532056,,Adinath Exim Resources Ltd.,Finance - Investment
513303,,Modern Steels Ltd.,Steel & Iron Products
511016,,Premier Capital Services Ltd.,Finance - NBFC
531640,,Suvidha Infraestate Corporation Ltd.,Business Support
530907,,SI Capital & Financial Services Ltd.,Finance - Investment
530697,,Zenlabs Ethica Ltd.,Trading
514248,,Sreechem Resins Ltd.,Chemicals
531203,,Tradewell Holdings Ltd.,Finance - Investment
530459,,Valson Industries Ltd.,Textile - Spinning
532042,,Frontline Corporation Ltd.,Logistics
531411,,Tuni Textile Mills Ltd.,Textile - Weaving
530171,,Daulat Securities Ltd.,Finance - Stock Broking
511131,,Kamanwala Housing Construction Ltd.,Construction - Real Estate
532745,,Inditrade Capital Ltd.,Finance - Stock Broking
531962,,Shree Metalloys Ltd.,Trading
526532,,Square Four Projects India Ltd.,Miscellaneous
514336,,Genesis IBRC India Ltd.,Plastic Products
538786,,Citizen Infoline Ltd.,IT - Software
514400,,Garware Synthetics Ltd.,Textile - Spinning
500174,GLFL,Gujarat Lease Financing Ltd.,Finance - NBFC
513713,,White Organic Agro Ltd.,Trading
517201,,Switching Technologies Gunther Ltd.,Electronics - Components
507486,,Caprolactam Chemicals Ltd.,Chemicals
530259,,Inter State Oil Carrier Ltd.,Logistics
539189,,Adhbhut Infrastructure Ltd.,Engineering - Construction
540696,,KCD Industries India Ltd.,Trading
513422,,Bloom Industries Ltd.,Metal - Ferrous
539692,,Interactive Financial Services Ltd.,IT - Software
531137,,Gemstone Investments Ltd.,Finance - NBFC
523832,MUKATPIPE,Mukat Pipes Ltd.,Steel & Iron Products
530167,,Moongipa Capital Finance Ltd.,Finance - NBFC
501151,,Kartik Investments Trust Ltd.,Finance - Investment
531909,,Croissance Ltd.,Construction - Real Estate
501622,,Amalgamated Electricity Company Ltd.,Power Generation/Distribution
505840,,Jaipan Industries Ltd.,Trading
530369,,Vamshi Rubber Ltd.,Rubber  Products
539599,,Kotia Enterprises Ltd.,Textile
511758,,Mansi Finance (Chennai) Ltd.,Finance - NBFC
538928,,Karnavati Finance Ltd.,Finance - Investment
526715,ANTGRAPHIC,Antarctica Ltd.,Printing And Publishing
540936,,Gautam Gems Ltd.,Diamond  &  Jewellery
520141,,Sibar Auto Parts Ltd.,Auto Ancillary
512064,,Vishvprabha Ventures Ltd.,Diversified
523594,,Kunststoffe Industries Ltd.,Plastic Products
530899,,Asia Pack Ltd.,Trading
501477,,Muller & Phipps (India) Ltd.,Household & Personal Products
542938,,Octavius Plantations Ltd.,Tea/Coffee
533632,ONELIFECAP,Onelife Capital Advisors Ltd.,Finance - Investment
511601,,Yash Management & Satellite Ltd.,Finance - Investment
540266,,Globe Commercials Ltd.,Trading
514348,WINSOME,Winsome Yarns Ltd.,Textile - Spinning
500192,PRAGBOSIMI,Prag Bosimi Synthetics Ltd.,Textile
540545,,Bhakti Gems & Jewellery Ltd.,Diamond  &  Jewellery
531286,,Adhata Global Ltd.,Trading
530295,,Shree Rajivlochan Oil Extraction Ltd.,Solvent  Extraction
506947,,Advance Petrochemicals Ltd.,Chemicals
539110,,Northlink Fiscal and Capital Services Ltd.,Trading
538422,,Jackson Investments Ltd.,Finance - Investment
530251,,RISA International Ltd.,Trading
516106,,Shree Karthik Papers Ltd.,Paper & Paper Products
540063,,ECS Biztech Ltd.,IT - Hardware
531539,,Rishabh Digha Steel & Allied Products Ltd.,Steel & Iron Products
519500,,BKV Industries Ltd.,Aquaculture
517411,SHYAMTEL,Shyam Telecom Ltd.,Telecommunication - Equipment
511122,,First Custodian Fund (India) Ltd.,Finance - Investment
513307,,Synthiko Foils Ltd.,Packaging
517397,,Pan Electronics (India) Ltd.,Electronics - Components
534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd.,Trading
530925,,Ramsons Projects Ltd.,Finance - NBFC
512565,,Neelkanth Ltd.,Consumer Food
526500,,Sterling Green Woods Ltd.,Construction - Real Estate
539124,,Sarvottam Finvest Ltd.,Finance - NBFC
521206,,Samtex Fashions Ltd.,Textile
524768,,Emmessar Biotech & Nutrition Ltd.,Pharmaceuticals & Drugs
531003,,Swarna Securities Ltd.,Finance - NBFC
505703,,Deccan Bearings Ltd.,Bearings
532072,,Interworld Digital Ltd.,"Film Production, Distribution & Entertainment"
511710,,CFSL Ltd.,Finance - NBFC
506935,,Continental Chemicals Ltd.,IT - Software
540147,,Shashijit Infraprojects Ltd.,Construction - Real Estate
543256,,Rita Finance and Leasing Ltd.,Finance - NBFC
523790,SHUKRADIAM,Shukra Jewellery Ltd.,Diamond  &  Jewellery
539506,,Adcon Capital Services Ltd.,Finance - NBFC
532315,,Groarc Industries India Ltd.,IT - Software
531346,,Eastern Treads Ltd.,Rubber  Products
531644,,Tokyo Finance Ltd.,Finance - NBFC
536709,,Ind Renewable Energy Ltd.,Engineering - Construction
531743,,Hira Automobiles Ltd.,Trading
519612,,Mahaan Foods Ltd.,Consumer Food
519242,,Sarda Proteins Ltd.,Edible Oil
539492,,Garbi Finvest Ltd.,Finance - NBFC
523062,,JJ Finance Corporation Ltd.,Finance - NBFC
523874,,East India Drums And Barrels Manufacturing Ltd.,Steel & Iron Products
533149,,Yunik Managing Advisors Ltd.,Finance - Investment
519606,,Integrated Proteins Ltd.,Trading
534312,MTEDUCARE,MT Educare Ltd.,Educational Institutions
531413,,Kiran Print-Pack Ltd.,Printing & Stationery
507833,,Computer Point Ltd.,IT - Education
508956,,HB Leasing & Finance Company Ltd.,Finance - NBFC
532164,,Minolta Finance Ltd.,Finance - NBFC
538568,,Fruition Venture Ltd.,Finance - Stock Broking
511535,,NDA Securities Ltd.,Finance - Stock Broking
530055,,Harmony Capital Services Ltd.,Finance - Investment
509563,,Garware Marine Industries Ltd.,Textile
507966,,Ras Resorts & Apart Hotels Ltd.,"Hotel, Resort & Restaurants"
514454,,Southern Latex Ltd.,Textile
530063,,Yashraj Containeurs Ltd.,Engineering - Industrial Equipments
539922,,Rotographics (India) Ltd.,Trading
539123,,VB Industries Ltd.,Finance - Investment
530809,,BNR Udyog Ltd.,Diversified
538212,,Sharp Investments Ltd.,Finance - Investment
542034,,SM Gold Ltd.,Diamond  &  Jewellery
521226,,Uniroyal Industries Ltd.,Textile
538742,,Panabyte Technologies Ltd.,Trading
501242,TCIFINANCE,TCI Finance Ltd.,Finance - NBFC
538787,,Goenka Business & Finance Ltd.,Finance - NBFC
539206,,Genomic Valley Biotech Ltd.,Agriculture
526477,,South Asian Enterprises Ltd.,Trading
513699,,Solid Stone Company Ltd.,Ceramics/Marble/Granite/Sanitaryware
524606,,Beryl Drugs Ltd.,Pharmaceuticals & Drugs
514128,,Konark Synthetic Ltd.,Textile
542918,,Gian Life Care Ltd.,Hospital & Healthcare Services
508963,,Trustwave Securities Ltd.,Finance - NBFC
535431,,GCM Securities Ltd.,Finance - Stock Broking
540310,,Classic Filaments Ltd.,Textile
531471,,Duke Offshore Ltd.,Oil Exploration
523722,,Svam Softwares Ltd.,IT - Software
511377,,Mehta Integrated Finance Ltd.,Finance - Investment
519415,,KMG Milk Food Ltd.,Consumer Food
511730,,Avasara Finance Ltd.,Finance - NBFC
511626,,RR Financial Consultants Ltd.,Finance - Investment
538540,,Ramchandra Leasing & Finance Ltd.,Finance - NBFC
532825,,Jagjanani Textiles Ltd.,Textile - Weaving
511401,,Munoth Communication Ltd.,Trading
523888,,VR Woodart Ltd.,Wood & Wood Products
531553,,Disha Resources Ltd.,Trading
539174,,Helpage Finlease Ltd.,Finance - NBFC
524576,,Vivid Global Industries Ltd.,Chemicals
519285,,Tarai Foods Ltd.,Agriculture
542666,,GKP Printing & Packaging Ltd.,Packaging
514060,,Markobenz Ventures Ltd.,Textile - Weaving
530177,,VK Global Industries Ltd.,Trading
502893,,United Interactive Ltd.,BPO/ITeS
530713,,Ajel Ltd.,IT - Software
531360,,Golechha Global Finance Ltd.,Finance - NBFC
542627,,Chandni Machines Ltd.,Retailing
530675,,York Exports Ltd.,Textile
501148,,Dalal Street Investments Ltd.,Finance - Investment
511501,,Bharat Bhushan Finance & Commodity Brokers Ltd.,Finance - Investment
537840,,Raunaq lnternational Ltd.,Engineering - Construction
521234,,Sri Nachammai Cotton Mills Ltd.,Textile - Spinning
514460,,Oswal Yarns Ltd.,Textile
521048,,Advance Lifestyles Ltd.,Textile
539228,,Gala Global Products Ltd.,Printing & Stationery
530445,,Sumeru Industries Ltd.,Finance - Investment
524727,,Span Divergent Ltd.,Chemicals
531091,,United Credit Ltd.,Finance - NBFC
524748,,Link Pharma Chem Ltd.,Pharmaceuticals & Drugs
531228,,Rander Corporation Ltd.,Construction - Real Estate
538788,,Gilada Finance & Investments Ltd.,Finance - Stock Broking
530065,,Lords Ishwar Hotels Ltd.,"Hotel, Resort & Restaurants"
513430,,Maitri Enterprises Ltd.,Trading
523652,,Kkalpana Plastick Ltd.,Trading
590022,EASTSILK,Eastern Silk Industries Ltd.,Textile
539149,,Integrated Capital Services Ltd.,Finance - NBFC
521062,,Perfect-Octave Media Projects Ltd.,TV Broadcasting & Software Production
511734,,Pasupati Fincap Ltd.,Finance - Investment
531338,,Milestone Global Ltd.,Miscellaneous
530429,,Ashish Polyplast Ltd.,Plastic Products
531626,,Orosil Smiths India Ltd.,Diamond  &  Jewellery
530669,,ACE Engitech Ltd.,Finance - NBFC
531582,,Beryl Securities Ltd.,Finance - NBFC
538596,,Quantum Build-Tech Ltd.,Construction - Real Estate
531583,,Rap Media Ltd.,Construction - Real Estate
543927,,Asian Warehousing Ltd.,Agriculture
538770,,Crane Infrastructure Ltd.,Engineering - Construction
543341,,Sharpline Broadcast Ltd.,TV Broadcasting & Software Production
539378,,Soni Medicare Ltd.,Hospital & Healthcare Services
505320,,Lynx Machinery & Commercials Ltd.,Miscellaneous
522237,,Shivagrico Implements Ltd.,Engineering
534796,,CDG Petchem Ltd.,Plastic Products
532398,UMESLTD,Usha Martin Education & Solutions Ltd.,IT - Education
513295,RUCHISTRIP,IMEC Services Ltd.,Trading
539946,,Bazel International Ltd.,Finance - Investment
537707,,ETT Ltd.,Construction - Real Estate
509760,,Modern Shares & Stockbrokers Ltd.,Finance - Stock Broking
532676,PBAINFRA,PBA Infrastructure Ltd.,Engineering - Construction
531341,,Ashtasidhhi Industries Ltd.,Finance - NBFC
539884,,Darshan Orna Ltd.,Diamond  &  Jewellery
520131,,Coastal Roadways Ltd.,Logistics
511611,DCMFINSERV,DCM Financial Services Ltd.,Finance - NBFC
526115,,Manor Estates & Industries Ltd.,Miscellaneous
500357,,Rama Paper Mills Ltd.,Paper & Paper Products
530119,,Natraj Proteins Ltd.,Edible Oil
531506,,Shukra Bullions Ltd.,Diamond  &  Jewellery
530917,,RR Securities Ltd.,Finance - Investment
524808,,Phyto Chem (India) Ltd.,Pesticides & Agrochemicals
505685,,Taparia Tools Ltd.,Trading
505502,,PS IT Infrastructure & Services Ltd.,IT - Software
524752,,Decipher Labs Ltd.,Pharmaceuticals & Drugs
526891,,Market Creators Ltd.,Finance - Investment
531017,,ArihantS Securities Ltd.,Finance - Investment
509084,,Photon Capital Advisors Ltd.,Finance - Investment
526143,MILTONPLAS,MPL Plastics Ltd.,Plastic Products
538918,,Vani Commercials Ltd.,Finance - NBFC
522209,,Yogi Infra Projects Ltd.,Construction - Real Estate
513117,AMFORGEIND,Amforge Industries Ltd.,Trading
500202,INDIALEASE,India Lease Development Ltd.,Finance - NBFC
531157,,Organic Coatings Ltd.,Dyes & Pigments
530797,,Shree Ganesh Elastoplast Ltd.,Trading
543171,,RO Jewels Ltd.,Trading
532100,,Indo-City Infotech Ltd.,Finance - NBFC
538708,,Econo Trade (India) Ltd.,Finance - Investment
531778,,Kachchh Minerals Ltd.,Mining & Minerals
526662,ARENTERP,Rajdarshan Industries Ltd.,Mining & Minerals
507808,,United Leasing & Industries Ltd.,Textile
526628,,Ajwa Fun World & Resort Ltd.,"Hotel, Resort & Restaurants"
531502,,Esaar (India) Ltd.,Finance - NBFC
530127,,NPR Finance Ltd.,Finance - NBFC
531991,,Amraworld Agrico Ltd.,Trading
538707,,Rajasthan Cylinders & Containers Ltd.,Industrial  Gases & Fuels
505515,,Shyamkamal Investments Ltd.,Finance - NBFC
504378,,Nyssa Corporation Ltd.,Trading
531158,,Catvision Ltd.,Consumer Durables - Electronics
514332,,Neo Infracon Ltd.,Construction - Real Estate
511563,,Sanchay Finvest Ltd.,Finance - Investment
514240,SUZLONFIBR,Kush Industries Ltd.,Textile
533018,,Simplex Mills Company Ltd.,Trading
507759,,Lime Chemicals Ltd.,Chemicals
531027,,Libord Securities Ltd.,Finance - Investment
540359,,Parmax Pharma Ltd.,Pharmaceuticals & Drugs
503624,,Svaraj Trading & Agencies Ltd.,Finance - Investment
509845,,RJ Shah & Company Ltd.,Engineering - Construction
514264,,Seasons Textiles Ltd.,Textile
531505,,Indergiri Finance Ltd.,Finance - NBFC
511738,,Mehta Securities Ltd.,Finance - Investment
531672,,Inani Securities Ltd.,Finance - Stock Broking
531779,,Padmanabh Alloys & Polymers Ltd.,Plastic Products
531441,,Lyons Corporate Market Ltd.,Finance - NBFC
538569,,Triveni Enterprises Ltd.,Trading
532392,CREATIVEYE,Creative Eye Ltd.,TV Broadcasting & Software Production
531509,,Step Two Corporation Ltd.,Finance - NBFC
531486,,Filmcity Media Ltd.,"Film Production, Distribution & Entertainment"
526133,,Supertex Industries Ltd.,Textile - Manmade  Fibres
522289,,NMS Global Ltd.,Trading
526859,,ISF Ltd.,Finance - NBFC
526683,UNIVAFOODS,Univa Foods Ltd.,"Hotel, Resort & Restaurants"
539278,,Symbiox Investment & Trading Co Ltd.,Trading
521161,,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,Textile - Spinning
512277,,Autoriders International Ltd.,Travel Services
539287,ORTINGLOBE,Ortin Global Ltd.,Pharmaceuticals & Drugs
532744,GTNTEX,GTN Textiles Ltd.,Textile - Spinning
500277,MIDINDIA,Mid India Industries Ltd.,Textile - Spinning
531878,,Anjani Finance Ltd.,Finance - NBFC
531960,KASHYAP,Kashyap Tele-Medicines Ltd.,IT - Software
506365,,Chemo-Pharma Laboratories Ltd.,Pharmaceuticals & Drugs
540615,,7NR Retail Ltd.,Trading
523782,,Mitshi India Ltd.,Trading
531613,,Meyer Apparel Ltd.,Textile
514113,,Adinath Textiles Ltd.,Textile - Spinning
511463,,Alexander Stamps And Coin Ltd.,Finance - Investment
535205,,Mystic Electronics Ltd.,Trading
530111,,Raj Packaging Industries Ltd.,Plastic Products
526604,,Lippi Systems Ltd.,Engineering
509073,,Hathway Bhawani Cabletel & Datacom Ltd.,TV Broadcasting & Software Production
541338,,UH Zaveri Ltd.,Diamond  &  Jewellery
531210,,Colinz Laboratories Ltd.,Pharmaceuticals & Drugs
511110,VBDESAIFIN,VB Desai Financial Services Ltd.,Finance - Investment
531578,,KMF Builders & Developers Ltd.,Construction - Real Estate
519031,,Shah Foods Ltd.,Consumer Food
531677,,Aris International Ltd.,IT - Software
531397,,Polycon International Ltd.,Plastic Products
519262,,Prima Agro Ltd.,Animal Feed
531015,,Venmax Drugs And Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
523120,,Ador Multiproducts Ltd.,Household & Personal Products
511760,,Seven Hill Industries Ltd.,Finance - Investment
519506,,NCC Blue Water Products Ltd.,Aquaculture
531762,,Unjha Formulations Ltd.,Pharmaceuticals & Drugs
539402,,Naksh Precious Metals Ltd.,Automobiles - Dealers & Distributors
531257,,Pratiksha Chemicals Ltd.,Dyes & Pigments
540026,,Ladam Affordable Housing Ltd.,Finance - Investment
